Tiempo,Posición X,Posición Y,Posición Z,Objetivo X,Objetivo Y,Objetivo Z
9.792,1.999999999999997,18.00000000000019,2.0039974640881204,3.0,10.0,6.0
9.824,1.9999999999999958,18.000000000000192,2.0037105773404287,3.0,10.0,6.0
9.856,1.999999999999995,18.000000000000195,2.0034455415199046,3.0,10.0,6.0
9.888,1.999999999999994,18.0000000000002,2.003201878902919,3.0,10.0,6.0
9.92,1.9999999999999933,18.0000000000002,2.0029790754165204,3.0,10.0,6.0
9.952,1.999999999999993,18.0000000000002,2.002776583359193,3.0,10.0,6.0
9.984,1.9999999999999927,18.0000000000002,2.002593824121061,3.0,10.0,6.0
10.016,1.9999999999999927,18.0000000000002,2.002430190895444,3.0,10.0,6.0
10.048,1.9999999999999927,18.0000000000002,2.002285051374004,3.0,10.0,6.0
10.08,1.999999999999993,18.0000000000002,2.002157750418077,3.0,10.0,6.0
10.112,1.9999999999999933,18.0000000000002,2.002047612699138,3.0,10.0,6.0
10.144,1.999999999999994,18.0000000000002,2.001953945301709,3.0,10.0,6.0
10.176,1.9999999999999947,18.0000000000002,2.0018760402823945,3.0,10.0,6.0
10.208,1.9999999999999953,18.0000000000002,2.0018131771791032,3.0,10.0,6.0
10.24,1.9999999999999962,18.0000000000002,2.0017646254648813,3.0,10.0,6.0
10.272,1.9999999999999971,18.0000000000002,2.001729646941182,3.0,10.0,6.0
10.304,1.9999999999999978,18.0000000000002,2.0017074980657528,3.0,10.0,6.0
10.336,1.9999999999999984,18.000000000000195,2.001697432210721,3.0,10.0,6.0
10.368,1.9999999999999991,18.000000000000192,2.001698701846821,3.0,10.0,6.0
10.4,1.9999999999999996,18.00000000000019,2.001710560650086,3.0,10.0,6.0
10.432,2.0,18.000000000000185,2.0017322655277066,3.0,10.0,6.0
10.464,2.0000000000000004,18.000000000000185,2.0017630785601055,3.0,10.0,6.0
10.496,2.000000000000001,18.000000000000185,2.0018022688566584,3.0,10.0,6.0
10.528,2.000000000000001,18.000000000000185,2.0018491143228303,3.0,10.0,6.0
10.56,2.000000000000001,18.000000000000185,2.0019029033368536,3.0,10.0,6.0
10.592,2.000000000000001,18.000000000000185,2.0019629363344027,3.0,10.0,6.0
10.624,2.000000000000001,18.00000000000018,2.002028527300062,3.0,10.0,6.0
10.656,2.000000000000001,18.000000000000178,2.0020990051646947,3.0,10.0,6.0
10.688,2.0000000000000013,18.000000000000174,2.0021737151081367,3.0,10.0,6.0
10.72,2.0000000000000018,18.00000000000017,2.0022520197669373,3.0,10.0,6.0
10.752,2.0000000000000018,18.000000000000167,2.002333300347162,3.0,10.0,6.0
10.784,2.0000000000000018,18.000000000000167,2.0024169576425486,3.0,10.0,6.0
10.816,2.0000000000000018,18.000000000000167,2.0025024129585725,3.0,10.0,6.0
10.848,2.0000000000000013,18.000000000000167,2.0025891089432406,3.0,10.0,6.0
